datetime_local,UVI_clear_sky,UVI_all_sky,E_ery_Wm2,dose_Jm2,dose_SED
2025-08-17 15:18:00-04:00,6.1856733821039365,2.091868622156654,0.05229671555391635,836.6709194032188,8.366709194032188
2025-08-17 15:19:00-04:00,6.17139868026614,2.091559911140845,0.052288997778521126,839.8082592699301,8.398082592699302
2025-08-17 15:20:00-04:00,6.157018021021777,2.091194308434419,0.05227985771086048,842.9450507325818,8.429450507325818
2025-08-17 15:21:00-04:00,6.142531816134872,2.09077172144581,0.05226929303614525,846.0812083147505,8.460812083147506
2025-08-17 15:22:00-04:00,6.1279404805010875,2.0902920598576564,0.05225730149644141,849.216646404537,8.49216646404537
2025-08-17 15:23:00-04:00,6.113244432138851,2.089755235635232,0.0522438808908808,852.3512792579899,8.523512792579899
2025-08-17 15:24:00-04:00,6.098444092180376,2.0891611630348015,0.052229029075870036,855.4850210025421,8.554850210025421
2025-08-17 15:25:00-04:00,6.083539884862681,2.088509758611939,0.05221274396529848,858.61778564046,8.5861778564046
2025-08-17 15:26:00-04:00,6.0685322375185375,2.0878009412297795,0.05219502353074449,861.7494870523047,8.617494870523048
2025-08-17 15:27:00-04:00,6.053421580567388,2.08703463206722,0.0521758658016805,864.8800390004055,8.648800390004055
2025-08-17 15:28:00-04:00,6.038208347506215,2.086210754627066,0.05215526886567665,868.0093551323462,8.680093551323461
2025-08-17 15:29:00-04:00,6.022892974900355,2.08532923474412,0.052133230868603,871.1373489844624,8.711373489844624
2025-08-17 15:30:00-04:00,6.007475902374305,2.084390000593221,0.05210975001483052,874.2639339853522,8.742639339853522
2025-08-17 15:31:00-04:00,5.99195757260245,2.0833929826972213,0.052084824567430535,877.389023459398,8.77389023459398
2025-08-17 15:32:00-04:00,5.976338431299769,2.082338113934918,0.052058452848372946,880.5125306303004,8.805125306303005
2025-08-17 15:33:00-04:00,5.960618927212502,2.0812253295489183,0.05203063323872296,883.6343686246238,8.836343686246238
2025-08-17 15:34:00-04:00,5.94479951210877,2.0800545671534625,0.052001364178836565,886.754450475354,8.86754450475354
2025-08-17 15:35:00-04:00,5.9288806407691865,2.0788257667421894,0.051970644168554736,889.8726891254673,8.898726891254674
2025-08-17 15:36:00-04:00,5.912862770977377,2.0775388706958373,0.05193847176739593,892.988997431511,8.92988997431511
2025-08-17 15:37:00-04:00,5.896746363510528,2.07619382378991,0.05190484559474775,896.103288167196,8.96103288167196
2025-08-17 15:38:00-04:00,5.880531882129859,2.074790573202274,0.05186976433005684,899.2154740269993,8.992154740269994
2025-08-17 15:39:00-04:00,5.864219793571074,2.073329068520705,0.05183322671301762,902.3254676297804,9.023254676297803
2025-08-17 15:40:00-04:00,5.847810567534788,2.071809261750391,0.05179523154375978,905.433181522406,9.05433181522406
2025-08-17 15:41:00-04:00,5.831304676676912,2.0702311073213693,0.05175577768303423,908.538528183388,9.085385281833881
2025-08-17 15:42:00-04:00,5.814702596599012,2.068594562095915,0.05171486405239788,911.6414200265319,9.11641420026532
2025-08-17 15:43:00-04:00,5.798004805838649,2.0668995853758867,0.05167248963439717,914.7417694045957,9.147417694045958
2025-08-17 15:44:00-04:00,5.781211785859675,2.0651461389100025,0.051628653472750065,917.8394886129607,9.178394886129608
2025-08-17 15:45:00-04:00,5.764324021042523,2.0633341869010824,0.05158335467252706,920.9344898933124,9.209344898933123
2025-08-17 15:46:00-04:00,5.747341998674452,2.0614636960132238,0.051536592400330594,924.0266854373323,9.240266854373322
2025-08-17 15:47:00-04:00,5.730266208939773,2.059534635378932,0.051488365884473294,927.1159873904006,9.271159873904006
