datetime_local,UVI_clear_sky,UVI_all_sky,E_ery_Wm2,dose_Jm2,dose_SED
2025-08-17 10:36:00-06:00,5.777010357868862,5.777010357868862,0.14442525894672156,734.659913609946,7.34659913609946
2025-08-17 10:37:00-06:00,5.79363414540417,5.79363414540417,0.14484085363510427,743.3503648280522,7.433503648280522
2025-08-17 10:38:00-06:00,5.81014552639474,5.81014552639474,0.1452536381598685,752.0655831176443,7.520655831176444
2025-08-17 10:39:00-06:00,5.8265439996733255,5.8265439996733255,0.14566359999183315,760.8053991171544,7.608053991171544
2025-08-17 10:40:00-06:00,5.842829067738544,5.842829067738544,0.1460707266934636,769.5696427187622,7.695696427187622
2025-08-17 10:41:00-06:00,5.8590002367631415,5.8590002367631415,0.14647500591907853,778.358143073907,7.783581430739069
2025-08-17 10:42:00-06:00,5.875057016602208,5.875057016602208,0.1468764254150552,787.1707285988102,7.871707285988102
2025-08-17 10:43:00-06:00,5.8909989208014135,5.8909989208014135,0.14727497302003534,796.0072269800123,7.960072269800123
2025-08-17 10:44:00-06:00,5.906825466605205,5.906825466605205,0.1476706366651301,804.8674651799201,8.048674651799201
2025-08-17 10:45:00-06:00,5.922536174965008,5.922536174965008,0.14806340437412518,813.7512694423676,8.137512694423677
2025-08-17 10:46:00-06:00,5.938130570547398,5.938130570547398,0.14845326426368494,822.6584652981887,8.226584652981888
2025-08-17 10:47:00-06:00,5.953608181742246,5.953608181742246,0.14884020454355615,831.5888775708021,8.315888775708022
2025-08-17 10:48:00-06:00,5.968968540670872,5.968968540670872,0.1492242135167718,840.5423303818084,8.405423303818084
2025-08-17 10:49:00-06:00,5.98421118319413,5.98421118319413,0.14960527957985326,849.5186471565995,8.495186471565995
2025-08-17 10:50:00-06:00,5.999335648920523,5.999335648920523,0.14998339122301307,858.5176506299803,8.585176506299803
2025-08-17 10:51:00-06:00,6.014341481214236,6.014341481214236,0.1503585370303559,867.5391628518016,8.675391628518016
2025-08-17 10:52:00-06:00,6.029228227203202,6.029228227203202,0.15073070568008004,876.5830051926064,8.765830051926065
2025-08-17 10:53:00-06:00,6.043995437787079,6.043995437787079,0.151099885944677,885.648998349287,8.856489983492871
2025-08-17 10:54:00-06:00,6.058642667645247,6.058642667645247,0.1514660666911312,894.7369623507549,8.947369623507548
2025-08-17 10:55:00-06:00,6.073169475244738,6.073169475244738,0.15182923688111843,903.846716563622,9.03846716563622
2025-08-17 10:56:00-06:00,6.087575422848153,6.087575422848153,0.15218938557120382,912.9780796978941,9.129780796978942
2025-08-17 10:57:00-06:00,6.101860076521543,6.101860076521543,0.1525465019130386,922.1308698126765,9.221308698126764
2025-08-17 10:58:00-06:00,6.116023006142248,6.116023006142248,0.1529005751535562,931.3049043218898,9.313049043218898
2025-08-17 10:59:00-06:00,6.130063785406695,6.130063785406695,0.15325159463516738,940.4999999999999,9.405
2025-08-17 11:00:00-06:00,7.303452127030875,7.303452127030875,0.18258630317577187,951.4551781905462,9.514551781905462
2025-08-17 11:01:00-06:00,7.3198507252282665,7.3198507252282665,0.18299626813070666,962.4349542783887,9.624349542783886
2025-08-17 11:02:00-06:00,7.336102628363352,7.336102628363352,0.1834025657090838,973.4391082209337,9.734391082209337
2025-08-17 11:03:00-06:00,7.352207347933215,7.352207347933215,0.18380518369833038,984.4674192428336,9.844674192428336
