datetime_local,UVI_clear_sky,UVI_all_sky,E_ery_Wm2,dose_Jm2,dose_SED
2025-08-26 13:17:00-07:00,0.05051231210560297,0.0362004903423488,0.00090501225855872,3146.6740450308384,31.466740450308386
2025-08-26 13:18:00-07:00,0.0504893014460995,0.035342511012269644,0.0008835627753067411,3146.7270587973567,31.467270587973566
2025-08-26 13:19:00-07:00,0.05046526955259979,0.03448460086094319,0.0008621150215235797,3146.778785698648,31.46778785698648
2025-08-26 13:20:00-07:00,0.05044021712236396,0.03362681141490931,0.0008406702853727327,3146.82922591577,31.468292259157703
2025-08-26 13:21:00-07:00,0.05041414488249893,0.032769194173624304,0.0008192298543406076,3146.8783797070305,31.468783797070305
2025-08-26 13:22:00-07:00,0.05038705358994267,0.03191180060696369,0.0007977950151740922,3146.926247407941,31.46926247407941
2025-08-26 13:23:00-07:00,0.05035894403144786,0.031054682152726183,0.0007763670538181546,3146.97282943117,31.4697282943117
2025-08-26 13:24:00-07:00,0.050329817023564746,0.030197890214138847,0.0007549472553534712,3147.018126266491,31.47018126266491
2025-08-26 13:25:00-07:00,0.0502996734126235,0.029341476157363704,0.0007335369039340926,3147.062138480727,31.47062138480727
2025-08-26 13:26:00-07:00,0.05026851407471579,0.028485491309005614,0.0007121372827251403,3147.10486671769,31.471048667176902
2025-08-26 13:27:00-07:00,0.050236339915675894,0.02762998695362174,0.0006907496738405435,3147.1463116981204,31.471463116981205
2025-08-26 13:28:00-07:00,0.05020315187106104,0.02677501433123255,0.0006693753582808138,3147.186474219617,31.47186474219617
2025-08-26 13:29:00-07:00,0.05016895090613112,0.025920624634834407,0.0006480156158708602,3147.2253551565695,31.472253551565696
2025-08-26 13:30:00-07:00,0.0501337380158278,0.025066869007913897,0.0006266717251978474,3147.2629554600812,31.47262955460081
2025-08-26 13:31:00-07:00,0.050097514224753,0.024213798541963944,0.0006053449635490986,3147.2992761578944,31.472992761578944
2025-08-26 13:32:00-07:00,0.05006028058714671,0.023361464274001795,0.0005840366068500448,3147.334318354305,31.47334318354305
2025-08-26 13:33:00-07:00,0.05002203818686421,0.02250991718408889,0.0005627479296022223,3147.3680832300815,31.473680832300815
2025-08-26 13:34:00-07:00,0.04998278813735264,0.02165920819285281,0.0005414802048213203,3147.4005720423706,31.474005720423705
